destination,mode,time,region,type,Total,EJ,Non-EJ,Ratio Aggregation Area,Ratio MPO
"Healthcare, non-emergency",Drive,60,Inner Core: Streetcar Suburbs,Minority status,NA,259.909,258.146,1.007,1.153
"Healthcare, non-emergency",Drive,60,Inner Core: Streetcar Suburbs,"Income status, adult",NA,259.5,258.58,1.004,1.086
"Healthcare, non-emergency",Drive,60,Inner Core: Streetcar Suburbs,Income status,NA,259.389,258.516,1.003,1.089
"Healthcare, non-emergency",Drive,60,Inner Core: Streetcar Suburbs,Household vehicles,NA,259.343,258.387,1.004,1.178
"Healthcare, non-emergency",Transit (All modes),15,Inner Core: Streetcar Suburbs,"Total population, adult",0.424,NA,NA,NA,NA
"Healthcare, non-emergency",Transit (All modes),15,Inner Core: Streetcar Suburbs,Total population,0.412,NA,NA,NA,NA
"Healthcare, non-emergency",Transit (All modes),15,Inner Core: Streetcar Suburbs,Total households,0.442,NA,NA,NA,NA
"Healthcare, non-emergency",Transit (All modes),15,Inner Core: Streetcar Suburbs,"Minority status, adult",NA,0.486,0.402,1.209,1.899
"Healthcare, non-emergency",Transit (All modes),15,Inner Core: Streetcar Suburbs,Minority status,NA,0.462,0.393,1.176,1.958
"Healthcare, non-emergency",Transit (All modes),15,Inner Core: Streetcar Suburbs,"Income status, adult",NA,0.604,0.391,1.545,1.826
"Healthcare, non-emergency",Transit (All modes),15,Inner Core: Streetcar Suburbs,Income status,NA,0.583,0.382,1.528,1.887
"Healthcare, non-emergency",Transit (All modes),15,Inner Core: Streetcar Suburbs,Household vehicles,NA,1.005,0.366,2.747,2.819
"Healthcare, non-emergency",Transit (All modes),30,Inner Core: Streetcar Suburbs,"Total population, adult",3.706,NA,NA,NA,NA
"Healthcare, non-emergency",Transit (All modes),30,Inner Core: Streetcar Suburbs,Total population,3.619,NA,NA,NA,NA
"Healthcare, non-emergency",Transit (All modes),30,Inner Core: Streetcar Suburbs,Total households,3.872,NA,NA,NA,NA
"Healthcare, non-emergency",Transit (All modes),30,Inner Core: Streetcar Suburbs,"Minority status, adult",NA,4.227,3.521,1.201,1.778
"Healthcare, non-emergency",Transit (All modes),30,Inner Core: Streetcar Suburbs,Minority status,NA,4.02,3.459,1.162,1.817
"Healthcare, non-emergency",Transit (All modes),30,Inner Core: Streetcar Suburbs,"Income status, adult",NA,4.705,3.524,1.335,1.766
"Healthcare, non-emergency",Transit (All modes),30,Inner Core: Streetcar Suburbs,Income status,NA,4.605,3.443,1.337,1.803
"Healthcare, non-emergency",Transit (All modes),30,Inner Core: Streetcar Suburbs,Household vehicles,NA,7.372,3.4,2.168,2.858
"Healthcare, non-emergency",Transit (All modes),45,Inner Core: Streetcar Suburbs,"Total population, adult",17.526,NA,NA,NA,NA
"Healthcare, non-emergency",Transit (All modes),45,Inner Core: Streetcar Suburbs,Total population,17.21,NA,NA,NA,NA
"Healthcare, non-emergency",Transit (All modes),45,Inner Core: Streetcar Suburbs,Total households,18.184,NA,NA,NA,NA
"Healthcare, non-emergency",Transit (All modes),45,Inner Core: Streetcar Suburbs,"Minority status, adult",NA,19.376,16.866,1.149,1.734
"Healthcare, non-emergency",Transit (All modes),45,Inner Core: Streetcar Suburbs,Minority status,NA,18.563,16.671,1.114,1.765
"Healthcare, non-emergency",Transit (All modes),45,Inner Core: Streetcar Suburbs,"Income status, adult",NA,20.823,16.924,1.23,1.655
"Healthcare, non-emergency",Transit (All modes),45,Inner Core: Streetcar Suburbs,Income status,NA,20.425,16.637,1.228,1.692
"Healthcare, non-emergency",Transit (All modes),45,Inner Core: Streetcar Suburbs,Household vehicles,NA,30.532,16.522,1.848,2.618
"Healthcare, non-emergency",Transit (All modes),60,Inner Core: Streetcar Suburbs,"Total population, adult",52.095,NA,NA,NA,NA
"Healthcare, non-emergency",Transit (All modes),60,Inner Core: Streetcar Suburbs,Total population,51.644,NA,NA,NA,NA
"Healthcare, non-emergency",Transit (All modes),60,Inner Core: Streetcar Suburbs,Total households,53.463,NA,NA,NA,NA
"Healthcare, non-emergency",Transit (All modes),60,Inner Core: Streetcar Suburbs,"Minority status, adult",NA,54.788,51.135,1.071,1.669
"Healthcare, non-emergency",Transit (All modes),60,Inner Core: Streetcar Suburbs,Minority status,NA,53.557,50.883,1.053,1.696
"Healthcare, non-emergency",Transit (All modes),60,Inner Core: Streetcar Suburbs,"Income status, adult",NA,56,51.384,1.09,1.526
"Healthcare, non-emergency",Transit (All modes),60,Inner Core: Streetcar Suburbs,Income status,NA,55.52,50.955,1.09,1.563
"Healthcare, non-emergency",Transit (All modes),60,Inner Core: Streetcar Suburbs,Household vehicles,NA,72.553,50.895,1.426,2.185
"Healthcare, non-emergency",Transit (Bus and RT only),15,Inner Core: Streetcar Suburbs,"Total population, adult",0.424,NA,NA,NA,NA
"Healthcare, non-emergency",Transit (Bus and RT only),15,Inner Core: Streetcar Suburbs,Total population,0.412,NA,NA,NA,NA
"Healthcare, non-emergency",Transit (Bus and RT only),15,Inner Core: Streetcar Suburbs,Total households,0.442,NA,NA,NA,NA
"Healthcare, non-emergency",Transit (Bus and RT only),15,Inner Core: Streetcar Suburbs,"Minority status, adult",NA,0.486,0.402,1.209,1.899
"Healthcare, non-emergency",Transit (Bus and RT only),15,Inner Core: Streetcar Suburbs,Minority status,NA,0.462,0.393,1.176,1.958
"Healthcare, non-emergency",Transit (Bus and RT only),15,Inner Core: Streetcar Suburbs,"Income status, adult",NA,0.604,0.391,1.545,1.822
"Healthcare, non-emergency",Transit (Bus and RT only),15,Inner Core: Streetcar Suburbs,Income status,NA,0.583,0.382,1.528,1.884
"Healthcare, non-emergency",Transit (Bus and RT only),15,Inner Core: Streetcar Suburbs,Household vehicles,NA,1.005,0.366,2.747,2.818
"Healthcare, non-emergency",Transit (Bus and RT only),30,Inner Core: Streetcar Suburbs,"Total population, adult",3.704,NA,NA,NA,NA
"Healthcare, non-emergency",Transit (Bus and RT only),30,Inner Core: Streetcar Suburbs,Total population,3.616,NA,NA,NA,NA
"Healthcare, non-emergency",Transit (Bus and RT only),30,Inner Core: Streetcar Suburbs,Total households,3.869,NA,NA,NA,NA
"Healthcare, non-emergency",Transit (Bus and RT only),30,Inner Core: Streetcar Suburbs,"Minority status, adult",NA,4.223,3.518,1.2,1.779
"Healthcare, non-emergency",Transit (Bus and RT only),30,Inner Core: Streetcar Suburbs,Minority status,NA,4.017,3.456,1.162,1.817
"Healthcare, non-emergency",Transit (Bus and RT only),30,Inner Core: Streetcar Suburbs,"Income status, adult",NA,4.7,3.522,1.335,1.767
"Healthcare, non-emergency",Transit (Bus and RT only),30,Inner Core: Streetcar Suburbs,Income status,NA,4.6,3.441,1.337,1.804
"Healthcare, non-emergency",Transit (Bus and RT only),30,Inner Core: Streetcar Suburbs,Household vehicles,NA,7.366,3.398,2.168,2.859
"Healthcare, non-emergency",Transit (Bus and RT only),45,Inner Core: Streetcar Suburbs,"Total population, adult",17.289,NA,NA,NA,NA
"Healthcare, non-emergency",Transit (Bus and RT only),45,Inner Core: Streetcar Suburbs,Total population,16.972,NA,NA,NA,NA
"Healthcare, non-emergency",Transit (Bus and RT only),45,Inner Core: Streetcar Suburbs,Total households,17.938,NA,NA,NA,NA
"Healthcare, non-emergency",Transit (Bus and RT only),45,Inner Core: Streetcar Suburbs,"Minority status, adult",NA,19.11,16.639,1.149,1.725
"Healthcare, non-emergency",Transit (Bus and RT only),45,Inner Core: Streetcar Suburbs,Minority status,NA,18.301,16.442,1.113,1.755
"Healthcare, non-emergency",Transit (Bus and RT only),45,Inner Core: Streetcar Suburbs,"Income status, adult",NA,20.565,16.691,1.232,1.655
"Healthcare, non-emergency",Transit (Bus and RT only),45,Inner Core: Streetcar Suburbs,Income status,NA,20.168,16.403,1.23,1.69
"Healthcare, non-emergency",Transit (Bus and RT only),45,Inner Core: Streetcar Suburbs,Household vehicles,NA,30.32,16.271,1.863,2.63
"Healthcare, non-emergency",Transit (Bus and RT only),60,Inner Core: Streetcar Suburbs,"Total population, adult",49.822,NA,NA,NA,NA
"Healthcare, non-emergency",Transit (Bus and RT only),60,Inner Core: Streetcar Suburbs,Total population,49.36,NA,NA,NA,NA
"Healthcare, non-emergency",Transit (Bus and RT only),60,Inner Core: Streetcar Suburbs,Total households,51.173,NA,NA,NA,NA
"Healthcare, non-emergency",Transit (Bus and RT only),60,Inner Core: Streetcar Suburbs,"Minority status, adult",NA,52.218,48.969,1.066,1.672
"Healthcare, non-emergency",Transit (Bus and RT only),60,Inner Core: Streetcar Suburbs,Minority status,NA,50.977,48.716,1.046,1.699
"Healthcare, non-emergency",Transit (Bus and RT only),60,Inner Core: Streetcar Suburbs,"Income status, adult",NA,53.505,49.152,1.089,1.536
"Healthcare, non-emergency",Transit (Bus and RT only),60,Inner Core: Streetcar Suburbs,Income status,NA,52.995,48.714,1.088,1.573
"Healthcare, non-emergency",Transit (Bus and RT only),60,Inner Core: Streetcar Suburbs,Household vehicles,NA,70.84,48.527,1.46,2.219
"Healthcare, non-emergency",Walk,15,Inner Core: Streetcar Suburbs,"Total population, adult",0.398,NA,NA,NA,NA
"Healthcare, non-emergency",Walk,15,Inner Core: Streetcar Suburbs,Total population,0.387,NA,NA,NA,NA
"Healthcare, non-emergency",Walk,15,Inner Core: Streetcar Suburbs,Total households,0.416,NA,NA,NA,NA
"Healthcare, non-emergency",Walk,15,Inner Core: Streetcar Suburbs,"Minority status, adult",NA,0.455,0.377,1.208,1.904
"Healthcare, non-emergency",Walk,15,Inner Core: Streetcar Suburbs,Minority status,NA,0.433,0.369,1.175,1.967
"Healthcare, non-emergency",Walk,15,Inner Core: Streetcar Suburbs,"Income status, adult",NA,0.568,0.367,1.551,1.806
"Healthcare, non-emergency",Walk,15,Inner Core: Streetcar Suburbs,Income status,NA,0.548,0.358,1.531,1.873
"Healthcare, non-emergency",Walk,15,Inner Core: Streetcar Suburbs,Household vehicles,NA,0.964,0.342,2.821,2.757
"Healthcare, non-emergency",Walk,30,Inner Core: Streetcar Suburbs,"Total population, adult",2.052,NA,NA,NA,NA
"Healthcare, non-emergency",Walk,30,Inner Core: Streetcar Suburbs,Total population,2.003,NA,NA,NA,NA
"Healthcare, non-emergency",Walk,30,Inner Core: Streetcar Suburbs,Total households,2.134,NA,NA,NA,NA
"Healthcare, non-emergency",Walk,30,Inner Core: Streetcar Suburbs,"Minority status, adult",NA,2.367,1.94,1.22,1.825
"Healthcare, non-emergency",Walk,30,Inner Core: Streetcar Suburbs,Minority status,NA,2.263,1.899,1.192,1.877
"Healthcare, non-emergency",Walk,30,Inner Core: Streetcar Suburbs,"Income status, adult",NA,2.725,1.929,1.413,1.777
"Healthcare, non-emergency",Walk,30,Inner Core: Streetcar Suburbs,Income status,NA,2.675,1.883,1.42,1.825
"Healthcare, non-emergency",Walk,30,Inner Core: Streetcar Suburbs,Household vehicles,NA,4.318,1.84,2.347,2.685
"Healthcare, non-emergency",Walk,45,Inner Core: Streetcar Suburbs,"Total population, adult",4.974,NA,NA,NA,NA
"Healthcare, non-emergency",Walk,45,Inner Core: Streetcar Suburbs,Total population,4.875,NA,NA,NA,NA
"Healthcare, non-emergency",Walk,45,Inner Core: Streetcar Suburbs,Total households,5.133,NA,NA,NA,NA
"Healthcare, non-emergency",Walk,45,Inner Core: Streetcar Suburbs,"Minority status, adult",NA,5.639,4.737,1.19,1.753
"Healthcare, non-emergency",Walk,45,Inner Core: Streetcar Suburbs,Minority status,NA,5.409,4.662,1.16,1.791
"Healthcare, non-emergency",Walk,45,Inner Core: Streetcar Suburbs,"Income status, adult",NA,6.179,4.754,1.3,1.707
"Healthcare, non-emergency",Walk,45,Inner Core: Streetcar Suburbs,Income status,NA,6.087,4.659,1.306,1.749
"Healthcare, non-emergency",Walk,45,Inner Core: Streetcar Suburbs,Household vehicles,NA,9.44,4.553,2.073,2.548
"Healthcare, non-emergency",Walk,60,Inner Core: Streetcar Suburbs,"Total population, adult",10.589,NA,NA,NA,NA
"Healthcare, non-emergency",Walk,60,Inner Core: Streetcar Suburbs,Total population,10.378,NA,NA,NA,NA
"Healthcare, non-emergency",Walk,60,Inner Core: Streetcar Suburbs,Total households,10.912,NA,NA,NA,NA
"Healthcare, non-emergency",Walk,60,Inner Core: Streetcar Suburbs,"Minority status, adult",NA,12.079,10.057,1.201,1.684
"Healthcare, non-emergency",Walk,60,Inner Core: Streetcar Suburbs,Minority status,NA,11.563,9.906,1.167,1.709
"Healthcare, non-emergency",Walk,60,Inner Core: Streetcar Suburbs,"Income status, adult",NA,13.215,10.109,1.307,1.656
"Healthcare, non-emergency",Walk,60,Inner Core: Streetcar Suburbs,Income status,NA,13.008,9.91,1.313,1.687
"Healthcare, non-emergency",Walk,60,Inner Core: Streetcar Suburbs,Household vehicles,NA,19.97,9.693,2.06,2.48
"Healthcare, non-emergency",Bike,15,Developing Suburbs: Country Suburbs,"Total population, adult",0.029,NA,NA,NA,NA
"Healthcare, non-emergency",Bike,15,Developing Suburbs: Country Suburbs,Total population,0.029,NA,NA,NA,NA
"Healthcare, non-emergency",Bike,15,Developing Suburbs: Country Suburbs,Total households,0.031,NA,NA,NA,NA
"Healthcare, non-emergency",Bike,15,Developing Suburbs: Country Suburbs,"Minority status, adult",NA,0.015,0.031,0.502,1.932
"Healthcare, non-emergency",Bike,15,Developing Suburbs: Country Suburbs,Minority status,NA,0.014,0.032,0.431,1.989
"Healthcare, non-emergency",Bike,15,Developing Suburbs: Country Suburbs,"Income status, adult",NA,0.055,0.027,2.065,1.772
"Healthcare, non-emergency",Bike,15,Developing Suburbs: Country Suburbs,Income status,NA,0.058,0.027,2.158,1.827
"Healthcare, non-emergency",Bike,15,Developing Suburbs: Country Suburbs,Household vehicles,NA,0.06,0.03,1.979,2.611
"Healthcare, non-emergency",Bike,30,Developing Suburbs: Country Suburbs,"Total population, adult",0.24,NA,NA,NA,NA
"Healthcare, non-emergency",Bike,30,Developing Suburbs: Country Suburbs,Total population,0.244,NA,NA,NA,NA
"Healthcare, non-emergency",Bike,30,Developing Suburbs: Country Suburbs,Total households,0.247,NA,NA,NA,NA
"Healthcare, non-emergency",Bike,30,Developing Suburbs: Country Suburbs,"Minority status, adult",NA,0.268,0.235,1.138,1.745
"Healthcare, non-emergency",Bike,30,Developing Suburbs: Country Suburbs,Minority status,NA,0.283,0.237,1.192,1.775
"Healthcare, non-emergency",Bike,30,Developing Suburbs: Country Suburbs,"Income status, adult",NA,0.268,0.237,1.13,1.666
"Healthcare, non-emergency",Bike,30,Developing Suburbs: Country Suburbs,Income status,NA,0.284,0.241,1.182,1.698
"Healthcare, non-emergency",Bike,30,Developing Suburbs: Country Suburbs,Household vehicles,NA,0.256,0.246,1.04,2.508
"Healthcare, non-emergency",Bike,45,Developing Suburbs: Country Suburbs,"Total population, adult",0.748,NA,NA,NA,NA
"Healthcare, non-emergency",Bike,45,Developing Suburbs: Country Suburbs,Total population,0.756,NA,NA,NA,NA
"Healthcare, non-emergency",Bike,45,Developing Suburbs: Country Suburbs,Total households,0.757,NA,NA,NA,NA
"Healthcare, non-emergency",Bike,45,Developing Suburbs: Country Suburbs,"Minority status, adult",NA,0.866,0.731,1.184,1.601
"Healthcare, non-emergency",Bike,45,Developing Suburbs: Country Suburbs,Minority status,NA,0.907,0.732,1.24,1.615
"Healthcare, non-emergency",Bike,45,Developing Suburbs: Country Suburbs,"Income status, adult",NA,0.704,0.752,0.935,1.537
"Healthcare, non-emergency",Bike,45,Developing Suburbs: Country Suburbs,Income status,NA,0.742,0.758,0.979,1.551
"Healthcare, non-emergency",Bike,45,Developing Suburbs: Country Suburbs,Household vehicles,NA,0.679,0.759,0.895,2.261
"Healthcare, non-emergency",Bike,60,Developing Suburbs: Country Suburbs,"Total population, adult",2.155,NA,NA,NA,NA
"Healthcare, non-emergency",Bike,60,Developing Suburbs: Country Suburbs,Total population,2.172,NA,NA,NA,NA
"Healthcare, non-emergency",Bike,60,Developing Suburbs: Country Suburbs,Total households,2.175,NA,NA,NA,NA
"Healthcare, non-emergency",Bike,60,Developing Suburbs: Country Suburbs,"Minority status, adult",NA,2.692,2.076,1.297,1.515
"Healthcare, non-emergency",Bike,60,Developing Suburbs: Country Suburbs,Minority status,NA,2.783,2.072,1.343,1.526
"Healthcare, non-emergency",Bike,60,Developing Suburbs: Country Suburbs,"Income status, adult",NA,1.935,2.174,0.89,1.413
"Healthcare, non-emergency",Bike,60,Developing Suburbs: Country Suburbs,Income status,NA,1.997,2.186,0.914,1.427
"Healthcare, non-emergency",Bike,60,Developing Suburbs: Country Suburbs,Household vehicles,NA,1.68,2.184,0.769,1.968
"Healthcare, non-emergency",Drive,15,Developing Suburbs: Country Suburbs,"Total population, adult",1.097,NA,NA,NA,NA
"Healthcare, non-emergency",Drive,15,Developing Suburbs: Country Suburbs,Total population,1.095,NA,NA,NA,NA
"Healthcare, non-emergency",Drive,15,Developing Suburbs: Country Suburbs,Total households,1.095,NA,NA,NA,NA
"Healthcare, non-emergency",Drive,15,Developing Suburbs: Country Suburbs,"Minority status, adult",NA,1.01,1.11,0.91,1.525
"Healthcare, non-emergency",Drive,15,Developing Suburbs: Country Suburbs,Minority status,NA,1.036,1.105,0.938,1.536
"Healthcare, non-emergency",Drive,15,Developing Suburbs: Country Suburbs,"Income status, adult",NA,1.083,1.098,0.986,1.526
"Healthcare, non-emergency",Drive,15,Developing Suburbs: Country Suburbs,Income status,NA,1.086,1.096,0.991,1.541
"Healthcare, non-emergency",Drive,15,Developing Suburbs: Country Suburbs,Household vehicles,NA,1.3,1.091,1.192,2.232
"Healthcare, non-emergency",Drive,30,Developing Suburbs: Country Suburbs,"Total population, adult",12.185,NA,NA,NA,NA
"Healthcare, non-emergency",Drive,30,Developing Suburbs: Country Suburbs,Total population,12.255,NA,NA,NA,NA
